texto,etiqueta,tipo,origen,,,,,,,
"No me puedo imaginar la clase de berrinche wue ha de traer la presirvienta y menos todavía, el que ha de estar haciendo el mugroso de Palenque",1,explicita,real,,,,,,,
Esperemos que la Presirvienta no salga con una postura como la expresada por este pen dejo chairo atolizado. Ahora si que va a necesitar mucha Serenidad y Paciencia.,1,explicita,real,,,,,,,
"No le conviene a la Presirvienta meter las manos, de por sí esta echa una su gobierno, además se le vienen más personajes de su partido vinculados al narco",1,explicita,real,,,,,,,
Eso es falso!!! Millones de mexicanos sabemos que nuestra flamante NARCOPRESIRVIENTA ocupa sin duda mínimo un segundo lugar,1,explicita,real,,,,,,,
"Pummmmmmm bombazooooo #RochaMoyaNarco A VER COMO SALEN DE ESTA, veamos la maroma que va a sacar la #Presirvienta",1,explicita,real,,,,,,,
Los Chairos dando maromas desesperadas ...Cuántos de los extraditados que ofrendo la Presirvienta llevaban expediente con pruebas .....están desesperados los chairos y sus maromas ...,1,explicita,real,,,,,,,
De paso investiguen a lord cacahuates y a los sardinas como que el ejército interviene y no lo sabe la presirvienta ? Como entraron? No nos hagamos la raquítica sabia y al quedar al descubierto se hace la inocente,1,explicita,real,,,,,,,
"@USER La narcopresirvienta Claudia Shitbaum ahora sí renunciará Jajajaa su intento de ""gobierno"" nació muerto, y demasiado largo fue",1,explicita,real,,,,,,,
"La negativa de la presirvienta con A, de arrastrada, es para comprarle tiempo a una tal familia López para decidir a qué país escapar con todos sus millones. Todas las represalias que tome Trump en contra del narcogobierno de morena nos afectarán exclusivamente a los ciudadanos.",1,explicita,real,,,,,,,
aver con que mamada sale la presirvienta manana,1,explicita,real,,,,,,,
"Jajaja. Esta pendeja del bienestar @USER , ni siquiera sabes lo que es un bot. Para ustedes los chairos, todo lo que no sea mamársela al cacas, es un bot. Anda, síguele lamiendo las hemorroides al cacas y a tu presirvientA. Ah, y bloquear no te va a quitar lo pendeja.",1,explicita,real,,,,,,,
"Ya me imagino mañana a la presirvienta: ""Por qué hablamos de Rocha, que no se nos olvide García Luna"" Tengo el sueño de que algún día pase algo que en verdad cambie nuestra historia como país, pero creo que muchos moriremos sin ver un verdadero cambio.",1,explicita,real,,,,,,,
"Comentan que acaba de llagar un gran cargamento de papel sanitario a palacio nacional en México, la #Presirvienta se cagó por completo!",1,explicita,real,,,,,,,
"No son GRATUITOS presirvienta @USER , los pagamos durante años quienes cotizamos en el IMSS o en el ISSSTE, se pagaron con las aportaciones de los patrones y trabajadores.",1,explicita,real,,,,,,,
"Se les complica a Rocha Moya y a la presirvienta, Estados Unidos ya lo acusó de ser un narco, lo que todos sabíamos. Ya dejen de poner el fundillo chairos.",1,explicita,real,,,,,,,
"Mi pendejo! Si tienes que reclamar, hazlo con la presirvienta, que prefirió chingar al mexicano en lugar de quitar los impuestos a los combustibles. Pero como siempre bien pendejo, no tienes ni puta idea del tema!",1,explicita,real,,,,,,,
Tú crees que le pusieron la PreSirvienta solo por joder?!,1,explicita,real,,,,,,,
"Si no tienen pruebas, fácil: que rocha moya se presente a las autoridades que lo están acusando, demuestre su inocencia de cuarta y contrademande. O se va a esconder en las naguas demuestre la narcopresirvienta, que seguro dirá esta misma pëndejada que escribiste.",1,explicita,real,,,,,,,
"Mas pendejo no se puede, no has leído que ya se presentaron pruebas en una corte en EU, ahora van a salir xq en EU. El mayo ya acuso abiertamente a Rocha Moya y presirvienta lo defendió no lo investigo que más pruebas necesitas pendejo",1,explicita,real,,,,,,,
"Estos croqueteros gatos defienden lo indefendible, dan hueva con sus argumentos de enajenación a su presirvienta. Siempre fieles y pendejos.",1,explicita,real,,,,,,,
Él y la espuria ridícula PresirvientA @USER están meándose de miedo. Lo celebro,1,explicita,real,,,,,,,
No sabía que Rocha Moya es narco. Presirvienta Claudia.,1,explicita,real,,,,,,,
"Infinitas gracias por hacer campaña en favor de la Gobernadora Valiente de Chihuahua, lejos de desprestigiarla tu y la Presirvienta, su rating ha subido como la espuma, y tú y los Morenarcos quedaron como idiotas ante los mexicanos y el mundo.",1,explicita,real,,,,,,,
@USER es la confirmada presirvientA de un #NarcoGobierno @USER y @USER La respaldan,1,explicita,real,,,,,,,
Los amigos de la Presirvienta @USER confirma que MorenaNarcoDictadura MorenaNarcoHuachicolerosTerroristas,1,explicita,real,,,,,,,
"Pobre presirvienta, más claro... es un Narcogobierno, se están kgando",1,explicita,real,,,,,,,
"Cómo ves julieta, sabía o no sabía la presirvienta.",1,explicita,real,,,,,,,
Hhahahaha 12 años fue muy rápido para voltear tan duro la tortilla narcopresirvienta…,1,explicita,real,,,,,,,
"De casualidad en tu lista ¿no tienes a Andy, el kks, Monreal, Adán, Changoleón, Gober de Tams, Gober Michoacán y la presirvienta entre otros?",1,explicita,real,,,,,,,
"La pre sirvienta en su mañanera, que opina de la acusación de EUA del gobernador Rocha Moya ? Este no yo no se nada.. nunca sabe nala la vieja pendeja.. Está de florero la wey, a chingar a su madre tambien la narco-presirvienta..",1,explicita,real,,,,,,,
"Osea que la presirvienta ya agarro el lado por el qué estará, muy mal por ella, no le convendrá a México",1,explicita,real,,,,,,,
"Supongo lo hacen para ahorrar, aparte dicen que la presidenta no tiene aprobación se sacaría antes mejor para ustedes",0,neutro o no misogino,real,,,,,,,
Porque aquí en México no se aplicó lo que hicieron @USER @USER En la Cobertura del COVID @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
"Claudia, hubieras ido a Festejar a la refinería Olmeca que está al 100% trabajando, está nueva, no se inhunda y es el orgullo del trabajo de Morena.",0,neutro o no misogino,real,,,,,,,
Puro lavado de dinero con el #NarcoExPredidenteAMLO le encanta estafar a los más idiotas,0,neutro o no misogino,real,,,,,,,
"Sean festejos o desgracias , siempre la oposición está en su mente , que pobre presidente",0,neutro o no misogino,real,,,,,,,
"Pinche vieja, jetas de bofe!",1,explicita,real,,,,,,,
"No más impunidad, felicitaciones, gran iniciativa @USER",0,neutro o no misogino,real,,,,,,,
Pendejo. ¿Cómo duermes tu apoyando a la dictadura que tiene en la miseria a los cubanos? ¿Cómo duermes sabiendo la corrupción de tu narco régimen?,0,neutro o no misogino,real,,,,,,,
"Excelente determinación para evitar el despilfarro de los gobiernos locales que se empeñan por tirar lo que no les cuesta, el dinero de los contribuyentes, bien por el plan ""B"" de la presidenta Dra. Claudia Sheinbaum Pardo.",0,neutro o no misogino,real,,,,,,,
De verdad que cada día demuestran que el botox también mata neuronas… no ha peor enemigo de esas que ellos mismos. ¡Bravo! Me tocará presenciar la desaparición del PRIAN,1,explicita,real,,,,,,,
Para cuando la gasolina a $10? Que prometió @USER,0,neutro o no misogino,real,,,,,,,
"Y las armas ? No diga mentiras, ustedes no HACEN NADA por parar el tráfico de armas.",0,neutro o no misogino,real,,,,,,,
"Ella que se quede que se vaya Mayer, Monreal, Mario delgado, si ay revocación de mandato para la presidenta queremos revocación para estos inútiles traidores",0,neutro o no misogino,real,,,,,,,
Allá desmantelan y uds las queman y las llevan al colapso con deudas impagables,0,neutro o no misogino,real,,,,,,,
"Apropiación del Estado de los Recursos Naturales del país, cámbienle de nombre",0,neutro o no misogino,real,,,,,,,
Yo no se como tú mi leñador de bonsais puedes dormir tranquilo si no hay medicamentos ni seguridad y eso causa la muerte de cientos de mexicanos diariamente. Hipócrita frentón.,0,neutro o no misogino,real,,,,,,,
En USA tirne pruebas que el @USER es un #NarcoExPresidenteAMLO y que @USER es una #NarcoPresidentaClaudia Tendrán que hacer todo lo que @USER ordena o ellos presentarán la pruebas de la colusión y entonces se les cae su #NarcoMovimiento de mierda,1,explicita,real,,,,,,,
Gran momento Histórico que se queda en nuestras memorias @USER,0,neutro o no misogino,real,,,,,,,
Impunidad del bienestar de @USER para los ladrones Lopez Obrador,0,neutro o no misogino,real,,,,,,,
Cuántos muertos directos de la ineptitud de @USER ? 26+26+14+5,0,neutro o no misogino,real,,,,,,,
¿Por qué no va a la que se le está incendiando?,0,neutro o no misogino,real,,,,,,,
"HUMANISMO???EN SERIO CREE QUE A ESO SE REFIERE SU.TOPICO(DONAR), PORQUE NO APLICA ESTE CONCEPTO EN EL PUEBLO DE.MÉXICO(OAXACA, GUERRERO, LOS TARAHUMARAS,ETC),..SU DEMAGOGIA ES TAN RUIN LO MISMO QUE SU RETÓRICA SALVAJE,NO VENGA CON CHANTAJES EMOCIONALES, ESA FORMULA YA NO FUNCIONA",0,neutro o no misogino,real,,,,,,,
"Que se deje venir , ya vera el descontento social",0,neutro o no misogino,real,,,,,,,
"Le tengo el plan ""V"" a @USER , ""ve y chinga a tu madre"". Ese sí pasa.",1,explicita,real,,,,,,,
La Presidenta Municipal María Guadalupe Martínez Gerardo entrego importante obra social en la comunidad de Francisco I Madero #AsiLoDicePuebla #TuneinRadio #Mexico #Puebla,0,neutro o no misogino,real,,,,,,,
El Patético morenista @USER mejor conocido como #ElCeroVotos Princeso del Bienestar en sus tiempos libres es Diputado y es el responsable de estar acosando a la alcaldesa TODOS los días.,0,neutro o no misogino,real,,,,,,,
"Mentirahasta que no saquen a esas lacras de la 4T le quedarán debiendo al pueblo su compromiso de “NO MENTIR, ROBAR, NO TRAICIONAR” hasta que no cumplan el plan “C” no habrá “POR EL BIEN DE TODOS PRIMERO LOS POBRES” ni EL PUEBLO PONE Y EL PUEBLO QUITA” #FueraMonrealYMayer",0,neutro o no misogino,real,,,,,,,
Tú y tú partido de @USER vayanse mucho a chingar a su puta madre culera,1,explicita,real,,,,,,,
@USER Una vergüenza más y una muestra de q la nueva educación en las escuelas no funciona,0,neutro o no misogino,real,,,,,,,
Eres de a CERO VOTOS.,0,neutro o no misogino,real,,,,,,,
"#Internacionales | La presidenta de México, Claudia Sheinbaum, ha invitado a Felipe VI a asistir al Mundial de fútbol que se celebrará en ese país, Estados Unidos y Canadá, del 11 de junio al 19 de julio, según han informado este miércoles fuentes de la Casa Real.",0,neutro o no misogino,real,,,,,,,
El trapo de presidenta sabe?,1,explicita,real,,,,,,,
"#PorSiNoLoViste| La Casa del Rey informó que la invitación fue recibida “con agrado” #Mexico: La presidenta Claudia Sheinbaum invitó al rey Felipe VI de #España a asistir al #Mundial2026, según informaron fuentes oficiales #DiariodeMexico sge.st/TTQiH3D",0,neutro o no misogino,real,,,,,,,
En 2024 eran millones que cambiarían el rumbo del país y Xóchitl sería su Presidenta pero creo que muchos se fregaron la rodilla y no pudieron ir a votar,0,neutro o no misogino,real,,,,,,,
"Del mismo modo que ustedes se hacen pendejos cuando eso pasa con los mexicanos que gobiernan, e inclusive con los que les votaron.",0,neutro o no misogino,real,,,,,,,
Lagartija Macuarrons,0,neutro o no misogino,real,,,,,,,
Que hueva da señora,1,explicita,real,,,,,,,
@USER @USER Ez de ke las mujeres son buenas...,1,explicita,real,,,,,,,
Deuda maldita es la que adquirió en narco expresidente.,0,neutro o no misogino,real,,,,,,,
"Así es ingeniero, apoyamos el movimiento de la 4T desde otra trinchera, saludos Iván Gutiérrez.",0,neutro o no misogino,real,,,,,,,
No es Tetelpa sino Tapalpa,1,explicita,real,,,,,,,
Huy que malo tus ofensas me las paso por los huevos pendejo no sabe ni que son fuerzas federales pendejo,1,explicita,real,,,,,,,
No sabía que Cosse había sido presidenta.,1,explicita,real,,,,,,,
"Doble discurso d @USER : X un lado, la diputada dce representar a las mujeres; x el otro, colabora y sonríe con kien dtesta, odia y violenta verbalment a la Presidenta de México. Alazraki la insulta diario y Larios guarda un silencio cómplice youtu.be/3edoo7jLx5Y",0,neutro o no misogino,real,,,,,,,
"Espectaculares Pdta. @USER con la mentira de que #CoahuilaEsSeguro robos en casa habitación a la orden del día; tumban anuncios de #Morena y me informan sobre un secuestro de tres chicas jóvenes por ""una reclutadora"" de #Soriana Dip. @USER #CoahuilaSufre",0,neutro o no misogino,real,,,,,,,
El problema es que se quede dormido.,0,neutro o no misogino,real,,,,,,,
"Si no sabes diferenciar entre criticar a la dictadura cubana que ha matado a miles de personas y que los tiene en la miseria, menos podrás entender de qué van mis comentarios. Échale ganas, chingón.",0,neutro o no misogino,real,,,,,,,
@USER presidenta,0,neutro o no misogino,real,,,,,,,
Haznos favor de callarte. Pasar por tus croquetas @USER,1,explicita,real,,,,,,,
La presidenta @USER Sheinbaum Pardo dio a conocer el plan B y es una serie de reformas consticuonales; algo que no se veía venir. Los principales objetivos son: 1. Disminuir privilegios en Congresos locales. 2. Disminuir privilegios en municipios. 3. Impulsar consulta,0,neutro o no misogino,real,,,,,,,
"@USER @USER , está salvaje necesita cuartel militar!",0,neutro o no misogino,real,,,,,,,
"La transformación se construye cerca de la gente Visitamos La Caridad como parte de la Estrategia Nacional “Atención a las Causas”, que impulsa la presidenta @USER . De la mano de nuestro gobernador @USER , los servicios llegan directo a las familias, con",0,neutro o no misogino,real,,,,,,,
Agenda Política Por Miguel Acosta Vargas …,0,neutro o no misogino,real,,,,,,,
Es un cínico el diputado y más el señor del rancho ! Quien le puede creer algo al cero votos???,0,neutro o no misogino,real,,,,,,,
Coincido con usted de que ningún servidor público debería ganar más que la presidenta. Pero lo que también se debería de parar es la corrupción o amigos como los de usted que le prestaron las caravanas de la salud y eso nunca lo explicó. Pueden ganar menos pero hacer negocio?,0,neutro o no misogino,real,,,,,,,
"CUÁNTOS muertos más Imb3c¡| d3 mi3rda @USER #NarcoPresirvientaEspuriaClaudia Y tú mexicano, cuántos muertos esperas para reaccionar? Hasta que sea alguien de tu familia o ni así",1,explicita,real,,,,,,,
"Cómo siempre culpando de todo al pasado , hasta Cuándo los gobiernos de Morena tendrán visión de futuro ???",0,neutro o no misogino,real,,,,,,,
Pon tus barbas a remojar,0,neutro o no misogino,real,,,,,,,
Trabajando con honestidad y compromiso se combate la corrupción gran labor gobernador @USER,0,neutro o no misogino,real,,,,,,,
"Oiga Doña Clowndia, @USER Me encantaría leer su opinión, siempre y cuando no culpe a @USER o a @USER Digo, en la tabla, México sale en último lugar, como el País con la MAYOR Percepción de Corrupción.",1,explicita,real,,,,,,,
Nadie te ve ni te escucha ASQUEROSA.. Y el que lo hace es para madrearte y burlarse de ti y de tus endejadas... Inche TA PU.. MIERDA VENDE PATRIAS MAMADORA DE DONALD TRUMP Y DE LA ULTRA DERECHA... ...,1,explicita,real,,,,,,,
Y esta estúpida es la presidentA.,1,explicita,real,,,,,,,
Pinche #cerovotos jinete de garrapatas.,0,neutro o no misogino,real,,,,,,,
Se inundó 2 bocas insisto 2 bocas no vaya a decir la @USER que fue el Aeropuerto de Texcoco,0,neutro o no misogino,real,,,,,,,
"RENÉ ALBERTO LÓPEZ Este martes (ayer) el Senado de la República recibió el Plan B de la reforma electoral, propuesto por la presidenta Claudia Sheinbaum a fin de que en esa instancia se discuta y vote el documento...",0,neutro o no misogino,real,,,,,,,
Va el Plan B! #OposiciónMoralmenteDerrotada,0,neutro o no misogino,real,,,,,,,
Cuanta mentira.,0,neutro o no misogino,real,,,,,,,
"El cinismo de @USER es impresionante. Cree que pedir disculpas y decir que fue a la Casa de los Famosos para pagarle una escuela a su hija en el extranjero, lo redime. Cree que decir que la presidenta fue quien lo invitó lo justifica Espero @USER lo expulsen",0,neutro o no misogino,real,,,,,,,
Villarruel pasó más días como presidenta que Milei,0,neutro o no misogino,real,,,,,,,
"Jajajaj como toda tu familia mendiga bola de ratas, ahi tienes a tu familiar, con prueba y todo. Jajaj y todavía dices que yo piense jajajajaj maldita ratera",0,neutro o no misogino,real,,,,,,,
"ESTE ES EL PAÍS DE MIERDA @USER , QUE HACE RANKINGS DE CIUDADES PELIGROSAS DEL MUNDO MIREN LA MIERDA LES LLEGA AL PECHO",0,neutro o no misogino,real,,,,,,,
Pues que chingue a su madre la presirvientA @USER,1,explicita,real,,,,,,,
"Claudia Sheinbaum Pardo #NarcoPresirvientaClaudia Un pueblo inexistente está pidiendo la revocación de mandato, así como un pueblo inexistente donó para esa ilegal campaña adelantada. La doña del palacio cree que no tenemos memoria. #Morena-un-cartel-podrido",1,explicita,real,,,,,,,
"De igual forma, exigímos al @USER presidente del @USER que se retomen las mesas del Órgano de Consolidación del Sistema de Justicia Penal del EdoMéx. @USER @USER @USER @USER @USER @USER @USER @USER @USER",0,neutro o no misogino,real,,,,,,,
Sirven para que los funcionarios en turno se saquen la foto.,0,neutro o no misogino,real,,,,,,,
No se quien es Ud. pero que bueno que opine que “Las artes y la cultura son pilares fundamentales para el desarrollo de nuestro país”. Curioso que la escojan a ella como presidenta .,0,neutro o no misogino,real,,,,,,,
"At'n Espuria Deleznable Tramposa Desde Siempre @USER , Éste fué presidente, no las Chingaderas posteriores",1,explicita,real,,,,,,,
"En el 88 aniversario de la Expropiación Petrolera, la presidenta Claudia Sheinbaum reafirmó que su gobierno fortalecerá a Pemex y a la Comisión Federal de Electricidad como empresas públicas estratégicas para garantizar la soberanía energética del país. Durante la conmemoración",0,neutro o no misogino,real,,,,,,,
Ideologías arcaicas. Inútiles. Acedas. Soberanía importativa de gasolina. Impresionante,0,neutro o no misogino,real,,,,,,,
"Jajaja, Keiko presidenta, jajaja que ingenuidad....",1,explicita,real,,,,,,,
"Dignidad creo q es la palabra correcta x la q el sr. Pusilánime de CUAUHTEMOC NO DEBERIA ACEPTAR DICHO ENCARGO, usted Sr Aguayo aceptaría regresar a comentar al canal 11, después de como lo trataron. Pero cada quien se forja lo q se merece un TIBIO al q le robaron el partido",0,neutro o no misogino,real,,,,,,,
"@USER , usted no ha dicho nada sobre cuándo los criminales de Morena van a enfrentar la justicia. Nunca responde a esto. Todas sus publicaciones son para alabar al régimen oficialista que tiene hundido a este país.",0,neutro o no misogino,real,,,,,,,
Conmemorando la expropiación petrolera recordando que la soberanía no se negocia @USER,0,neutro o no misogino,real,,,,,,,
Pegados a esos putos libros del estado....PERO NO NOS DIJERON QUE FUERON 200 ESPAÑOLES QUE APOYARON EN LA GUERRA CIVIL ENTRE ETNIAS E INCAS;y EL 80% DE EJERCITO REAL DEL PERU FUE CONFORMADO POR PERUANOS QUE DEFENDIERON LA CORONA ANTE LOS INDEPENDENTISTAS,0,neutro o no misogino,real,,,,,,,
"Siempre hablan del pánico que siente otra gente por quiensaaque, hablen del suyo ¿porque no quieren que vaya la presidenta el la boleta? Con ella o sin ella en la boleta van a perder en las urnas, no tienen liderazgo, no tiene proyecto ¿ya?",0,neutro o no misogino,real,,,,,,,
"Yo no vi que hablaras de la tragedia de 2 Bocas y los lamentables 5 muertos , otra obra más de mugre a que falla y no dan resultados …!!! @USER",0,neutro o no misogino,real,,,,,,,
Inche pu... O.... Pedro ferriz.. Estas muriendo por un billete... Muerto de m4Rik0n.... Vende patrias y hediondo... Pura basura publicas...periodista de pacotilla,1,explicita,real,,,,,,,
"La presidenta de la Comunidad de Madrid, Isabel Díaz Ayuso, le dio una lección de diplomacia a Claudia Sheinbaum…y a todo Morena. (VIDEO) … / #Mexico #España @USER @USER @USER @USER @USER @USER @USER",0,neutro o no misogino,real,,,,,,,
Pregúntale a los socialistas de sus líderes pendejo,0,neutro o no misogino,real,,,,,,,
Pasando a divertirme leyendo los comentarios... ¡La que no sabe ni leer ya ni a burla llega! JAJAJAJAJA,0,neutro o no misogino,real,,,,,,,
"Oye pinche narco corrupta @USER por hipócrita la gente te está dando hasta por el culo !;pero eso te mereces !!! Entiende , la gente no te creemos nada.",1,explicita,real,,,,,,,
No pues si...,0,neutro o no misogino,real,,,,,,,
Hoy en #TuNoticiero Reivindica @USER soberanía energética de #México en 88 aniversario de #ExpropiaciónPetrolera Registra turismo cifra histórica: 4.29 millones de turistas visitaron México en enero de 2026 mxplus.tv/television/can …,0,neutro o no misogino,real,,,,,,,
"VIDEO: PLANTÓN SIN BRISA. 442° día (hábil) consecutivo de protesta, 18 de marzo del 2026, enfrente de la #Secihti (#Conahcyt ), por la finalización del proyecto 32353-D, contratado con #CIDE y #SECIHTI (CONACYT). @USER @USER @USER #flypシ",0,neutro o no misogino,real,,,,,,,
Y las porras que hoy le gritaron a la presidentA ??!,1,explicita,real,,,,,,,
Y quiere ser la Presidenta de la H. Suprema Corte de Justicia de la Nación! Pobre México!,0,neutro o no misogino,real,,,,,,,
"@USER , ojo con la verdad Espuria Desde Siempre Tramposa, Deleznable Mentirosa Patológica, Resentida de",1,explicita,real,,,,,,,
"@USER , te hablan no te hagas , pndja..",1,explicita,real,,,,,,,
Hoy en #TuNoticiero Reivindica @USER soberanía energética de #México en 88 aniversario de #ExpropiaciónPetrolera Registra turismo cifra histórica: 4.29 millones de turistas visitaron México en enero de 2026 …,0,neutro o no misogino,real,,,,,,,
#LoVisteEnLJA | Histórica contratación de más de 14 mil especialistas busca fortalecer el sistema de salud en México La nota completa aquí,0,neutro o no misogino,real,,,,,,,
"Avanzan los Torneos Estatales en Puebla del #MundialitoEscolar 2026, iniciativa de la presidenta @USER y el titular de la @USER , @USER . Esta semana se juegan los partidos de nivel primaria. ¡Muéstrales tu apoyo! #LaEscuelaEsTuCancha",0,neutro o no misogino,real,,,,,,,
Lee la nota completa aquí ↓ …,0,neutro o no misogino,real,,,,,,,
"En la ceremonia por el 88 Aniversario de la Expropiación Petrolera, la Presidenta @USER reconoció a las y los trabajadores de @USER , quienes con su labor diaria defienden la soberanía energética de México: legado vivo del General Lázaro Cárdenas del Río.",0,neutro o no misogino,real,,,,,,,
"La presidenta de México, Claudia Sheinbaum Pardo, se pronunció sobre la medida de inversión que anuncio el gobierno cubano y la calificó como un cambio relevante en la política de la isla.",0,neutro o no misogino,real,,,,,,,
Insaciables,0,neutro o no misogino,real,,,,,,,
"Jajajaja son una verdadera broma, cínicos sinvergüenzas rateros",0,neutro o no misogino,real,,,,,,,
"Oye corrupto narco @USER tu duermes muy tranquilo, y no te quita el sueño el hecho de que en México la gente esté muriendo por la falta de medicamentos por culpa de ustedes !!! Pinche mierda hipócrita!!!",0,neutro o no misogino,real,,,,,,,
"Que podría salir mal, se les cae la línea 12 del metro, se descarrila el tren interoceanico, se les cae quema la refinería día bocas…",0,neutro o no misogino,real,,,,,,,
sinvergüenza corrupta que chingados presumen las pinches explosiones y la contaminación de 2 bocas #FueraNarcoMorena,0,neutro o no misogino,real,,,,,,,
Jajaja jajaja jajaja jajaja Lo que haces por tragar,0,neutro o no misogino,real,,,,,,,
Que VERGÜENZA para la PRESIRVIENTA marco Sheinbound,1,explicita,real,,,,,,,
Y lo celebran con fuego en dos bocas,0,neutro o no misogino,real,,,,,,,
Presidenta @USER Ya no queremos está leyendo estas noticias. ¿Qué hace la fiscalía? ¿Qué hace el ejecutivo? ¡Ya basta! Ninguna madre debería estar haciendo esto. Para que sirven las instituciones si no es para encontrar a los jóvenes desaparecidos.,0,neutro o no misogino,real,,,,,,,
"No duele es que la senadora @USER se ve toda pendeja , parece zombi",1,explicita,real,,,,,,,
@USER @USER @USER PORQUÉ NO EXPULSAN AL STRIPER DE MORENA ? QUE FAVORES LE DEBEN ?? ES UN PERRO LASTRE PARA LA 4T !!!,1,explicita,real,,,,,,,
Viva la bendita 4T Viva el legado del Presidente Lázaro Cardenas Del RioViva #LaSoberania hoy ayer y para siempreViva #LaHonestidad Viva el Pueblo Conciente EmpoderadoViva Nuestra #PresidentA Dra.CSPVIVA MEXICO Rescatado Transformado LINDO Y QUERIDOLOSAMLO,0,neutro o no misogino,real,,,,,,,
91 años tiene la criatura … no mames,0,neutro o no misogino,real,,,,,,,
"Imagínense a una persona sin estudios técnicos manejando el país. Imagínese moviendo dineros públicos a una persona que ni bachiller tiene. Manejando los temas geopolíticos y económicos. Si esa señora llega a ser presidenta, solo van a ocurrir tragedias.",0,neutro o no misogino,real,,,,,,,
"Esta lacra comunista y su mentor junto a sus hijos millonarios, ¿cuánto han donado al gobierno de Cuba, para que siga esclavizando a un pueblo, que clama libertad? Si tanto les duele Cuba, vayan a joder allá.",0,neutro o no misogino,real,,,,,,,
Ya deja los sexenios anteriores ponte a trabajar que el país está de la c*******,0,neutro o no misogino,real,,,,,,,
"Puros p... corajes con estos “lideres-dirigentes” de verdad NO nos escuchan, nos quejamos y parece que les decimos metan otros peores",0,neutro o no misogino,real,,,,,,,
"Dónde queda entonces, el ""estado libre y soberano y la autonomía municipal""? La presidenta da la orden con la narrativa de ""privilegios"", en cascada gobernadores acatan y se subordinan. Si se buscan privilegios en presidencia, se van a encontrar muchos.",0,neutro o no misogino,real,,,,,,,
"Señora presidenta @USER y Sria @USER : el conflicto crece en Medio Oriente y los riesgos crecen... ¿No sería más prudente pensar que la Colección Gelman permanezca en México? Gana la colección, ganan los mexicanos. cultura..mx/soft-power-en- …",0,neutro o no misogino,real,,,,,,,
"Para que vean por quién votaron,muera el comunismo Esclavisante, viva la libertad y la democracia!!!",0,neutro o no misogino,real,,,,,,,
Ratas zurdos de mierdaaaa!.. narco @USER,0,neutro o no misogino,real,,,,,,,
"Exactamente eso hará , en elecciones siento a la Presidenta muy dependiente , de ex priistas con pésima reputación.",0,neutro o no misogino,real,,,,,,,
#ChinguenASuPutaMadre las dos viejas pendejas,1,explicita,real,,,,,,,
Festejando con un incendio...jajjajaja,0,neutro o no misogino,real,,,,,,,
Pero no está gobernando porque eres tan estúpida se supone que la que estás gobernando eres tú y es un mal gobierno narco gobierno okay,1,explicita,real,,,,,,,
No habrá mujer presidenta Se lo aseguro Las garantías electorales solo las da el pueblo y se demostrará en las elecciones en primera vuelta con cepeda como presidente Muchos electores les darán las espaldas en las urnas Por la testarudes de sus medios de no respetar al presidente,1,explicita,real,,,,,,,
RIDICULA,1,explicita,real,,,,,,,
"Al miserable y corrupto #NarcoGobiernoDeMorena de @USER le encanta que todos los ciudadanos hagan filas, para recibir sus apoyos, para gasolina, para eventos, para recibir atención médica, y en un futuro hasta para comer #MorenaGobiernoComunista",1,explicita,real,,,,,,,
Que triste y patética la manera en la que te ganas la vida,0,neutro o no misogino,real,,,,,,,
Estás super enferrrrrmo,0,neutro o no misogino,real,,,,,,,
"Ok, Bla, bla, bla, Cuéntennos, como vió a las familias de lesionados y fallecidos de mal operación e incendio recién ocurridos en ""nueva "" refinería Dos Bocas... ?? O solo habla y vocifera cuando le conviene... @USER @USER @USER @USER @USER @USER",0,neutro o no misogino,real,,,,,,,
"Gran apoyo, felicitaciones @USER",0,neutro o no misogino,real,,,,,,,
"La coordinación entre nuestros gobiernos da resultados concretos. Bajo el liderazgo de @USER @USER y la presidenta @USER , sacamos a los criminales de las calles y aseguramos que enfrenten la justicia, lo que protege a nuestra gente en ambos lados de la",0,neutro o no misogino,real,,,,,,,
"Que se vaya pésima presidenta, no sabe gobernar",1,explicita,real,,,,,,,
"La Presidenta en la boleta… otra vez Quizá, como suele ser en estos casos, el Plan B de la Reforma Electoral elaborado por la Presidencia de la República y enviado al Poder Legislativo siempre fue el Plan A eldragonario. …",0,neutro o no misogino,real,,,,,,,
"Yo SI puedo dormir tranquilo, pues NO ayudo a criminales. ¡Tú SI porque eres igual!",0,neutro o no misogino,real,,,,,,,
MUCHAS GRACIAS @USER Y @USER POR DETENER A UN RUFIÁN QUE EL GOBIERNO DE ECUADOR LO DEJÓ ESCAPAR,0,neutro o no misogino,real,,,,,,,
Durante el periodo de DICTADURA COMUNISTA Y LLENO DE RATEROS( MORENA)DESMANTELAN EL PAÍS DESAPARECEN TODO EL DINERO LAS INSTITUCIONES LOS HOSPITALES LAS INSTITUCIONES DE SALUD TERMINARON CON LA EDUCACIÓN Y TENEMOS UNA DEUDA IMPAGABLE PARA GENERACIONES ARPÍAS,0,neutro o no misogino,real,,,,,,,
NECESITO AYUDA PARA UN MEME JAJAJA cómo se llama el viejo barbón que insultó a la presidenta la semana pasada?? O hace dos semanas. Uno pelón y barbón. Ya está viejo el wey. Porfa,0,neutro o no misogino,real,,,,,,,
En RD una carajo a la Vela llamada @USER se dedica a destruir nuestra cultura asistiendo a enemigos históricos. @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
